age,workclass,educationyears,maritalstatus,occupation,relationship,race,sex,hoursperweek,incomeUSD
26,5,9,5,8,1,5,2,45,36896
46,8,9,8,15,2,3,2,40,42190
28,5,7,5,4,2,5,2,60,131031
46,8,13,8,5,2,5,2,45,34709
55,5,9,5,7,2,5,1,40,46586
76,5,10,5,2,2,5,1,20,29717
27,5,13,5,11,2,5,2,60,41435
50,5,9,5,15,1,5,2,40,153669
75,5,9,5,4,1,5,2,20,34383
42,2,14,2,5,1,5,2,40,141686
36,3,14,3,11,2,3,1,40,37707
51,5,9,5,12,1,5,2,40,37334
43,5,15,5,11,1,5,2,55,52719
44,5,13,5,15,1,5,2,40,25014
20,1,10,1,1,2,3,1,20,37339
60,5,3,5,4,1,5,2,45,45883
47,8,13,8,11,1,5,2,45,127500
73,5,7,5,8,1,5,2,15,35489
27,5,9,5,7,1,3,2,40,48191
50,5,9,5,4,1,5,2,50,85843
35,5,4,5,4,1,5,2,40,28134
31,5,9,5,8,4,3,2,50,24556
45,5,13,5,4,1,5,2,40,119161
57,5,9,5,4,1,2,2,40,53176
34,5,9,5,4,1,5,2,40,31118
19,5,10,5,9,4,5,1,16,48360
25,5,9,5,7,4,3,2,40,49755
39,5,13,5,11,6,5,1,50,189340
28,5,9,5,4,1,5,2,40,196402
48,8,14,8,11,5,5,1,40,33097
38,5,9,5,4,1,5,2,44,36281
53,5,3,5,10,6,3,1,10,28529
19,5,9,5,7,2,5,2,40,20184
41,5,9,5,2,6,5,1,60,43327
23,5,12,5,13,4,3,1,36,38096
32,5,9,5,4,2,5,2,40,25533
35,5,10,5,8,2,1,2,40,46084
21,5,11,5,6,2,5,1,30,29088
24,5,13,5,14,4,5,2,40,43639
34,5,9,5,4,1,3,2,40,32335
29,3,13,3,11,6,5,1,25,124321
24,5,10,5,2,2,3,1,20,35403
55,5,9,5,2,2,5,1,40,40290
28,5,9,5,8,4,2,2,40,35788
46,3,9,3,4,4,5,2,40,24101
38,5,9,5,8,1,5,2,40,27243
29,5,10,5,2,2,3,1,40,24705
35,5,13,5,4,1,5,2,50,77709
29,5,9,5,7,2,3,2,40,20026
41,8,16,8,11,1,5,2,50,51721
40,7,9,7,4,1,5,2,32,46604
30,5,9,5,2,4,5,1,40,36797
72,5,7,5,9,2,3,1,35,42789
17,5,7,5,7,4,5,2,40,49921
46,6,9,6,12,1,5,2,70,34386
38,5,13,5,9,2,5,2,48,45048
36,5,13,5,11,2,5,1,45,25421
24,7,12,7,4,4,5,2,40,46041
28,5,9,5,9,5,5,1,35,22408
28,5,9,5,8,1,5,2,40,40870
60,1,9,1,1,1,5,2,70,175185
42,3,10,3,12,1,4,2,40,157877
48,5,13,5,5,1,5,2,40,163212
37,7,9,7,4,1,5,2,40,36886
32,5,16,5,11,2,5,2,40,53768
55,5,10,5,4,1,3,2,40,124055
30,5,10,5,7,1,5,2,40,23833
68,5,4,5,8,2,5,1,10,35067
45,5,9,5,9,2,5,1,30,26804
26,5,9,5,7,4,5,1,40,31939
22,5,10,5,5,4,5,1,40,42803
22,5,10,5,4,4,5,2,40,35698
36,5,10,5,5,1,5,2,40,81858
52,5,4,5,8,2,3,1,40,45933
68,5,15,5,11,5,5,1,16,41034
26,3,13,3,11,6,3,1,40,125781
52,5,13,5,5,2,5,2,40,28250
46,7,9,7,6,1,5,2,50,22243
53,5,14,5,11,1,5,2,40,100276
17,5,7,5,13,4,5,1,8,30274
29,5,13,5,11,4,5,2,75,48200
41,5,10,5,13,1,5,2,50,160520
45,5,10,5,14,2,3,1,40,27322
57,5,10,5,5,2,5,1,50,153192
30,2,13,2,2,1,5,2,30,28592
46,5,9,5,13,1,5,2,45,134495
45,5,12,5,7,1,5,2,40,37150
59,1,10,1,1,1,5,2,40,65085
40,5,12,5,13,1,5,2,52,25021
38,8,9,8,9,5,5,1,20,23697
22,5,10,5,5,4,5,1,40,47500
59,7,4,7,13,1,5,2,85,42099
36,5,10,5,4,2,5,2,40,21779
40,5,4,5,6,4,5,2,40,42820
18,5,6,5,13,3,3,1,40,38654
62,1,9,1,1,1,5,2,40,29224
63,5,9,5,13,2,5,1,40,23297
29,5,14,5,11,2,5,1,80,49368
27,5,13,5,5,6,3,1,45,140020
47,8,16,8,11,5,5,2,50,150386
20,3,9,3,2,4,5,2,40,23808
48,5,12,5,4,1,5,2,45,25915
29,5,9,5,2,1,5,2,30,26653
22,5,9,5,14,2,5,1,40,25371
42,5,12,5,14,5,5,1,24,24830
36,5,11,5,4,2,5,2,40,44611
60,5,6,5,9,2,3,1,40,38919
41,2,9,2,5,2,3,1,40,25480
43,5,9,5,13,1,5,2,40,191797
33,5,13,5,11,1,5,2,38,106633
34,5,4,5,9,6,5,1,40,29533
32,5,9,5,15,4,5,1,35,38469
22,1,10,1,1,4,5,1,20,36722
52,5,5,5,9,2,5,1,25,45302
27,5,12,5,13,2,5,2,40,35281
60,3,14,3,11,1,5,2,40,158941
41,7,13,7,2,6,5,1,40,131814
34,7,13,7,13,2,5,2,62,28565
30,5,9,5,5,1,5,2,40,134083
35,5,10,5,9,5,5,1,25,39560
39,2,13,2,5,5,3,1,40,46459
64,5,10,5,2,2,5,1,40,36889
17,7,7,7,6,4,5,2,20,23067
29,8,14,8,5,2,5,2,40,38621
37,3,11,3,12,1,5,2,40,187798
43,7,9,7,15,1,5,2,45,28630
30,7,9,7,11,1,5,2,25,46606
17,5,6,5,13,4,5,1,12,29772
29,5,9,5,4,2,5,2,40,47164
24,5,10,5,2,4,5,2,40,45760
27,7,13,7,13,2,5,2,50,21112
69,6,13,6,5,2,5,2,40,34017
30,5,9,5,2,2,5,2,40,47416
29,5,9,5,8,1,5,2,40,41948
17,1,6,1,1,4,5,2,40,24459
61,5,4,5,15,1,3,2,40,22734
70,5,4,5,9,5,3,1,38,47412
32,5,13,5,14,1,5,2,40,70997
21,1,9,1,1,3,5,2,40,29585
27,7,9,7,4,5,5,2,50,60144
27,5,13,5,9,2,5,1,40,21709
19,5,10,5,13,4,5,1,25,31889
44,8,14,8,11,1,3,2,60,158962
36,5,10,5,2,2,5,1,40,23389
45,5,14,5,5,1,5,2,50,84955
29,5,13,5,11,2,5,1,60,27979
34,2,13,2,12,1,5,2,54,194070
28,3,13,3,11,3,5,2,50,24410
34,5,3,5,7,4,5,2,40,28451
18,5,9,5,2,4,5,1,20,31194
39,5,10,5,6,5,5,1,45,28260
34,5,10,5,7,2,5,2,40,41304
35,3,14,3,2,5,5,1,41,46014
24,5,9,5,7,4,5,2,40,34933
41,5,13,5,13,1,5,2,70,32307
50,8,16,8,11,1,5,2,45,111034
68,5,10,5,5,2,5,2,30,30071
35,5,7,5,8,2,5,2,50,36091
47,5,11,5,7,1,5,2,40,22971
43,3,14,3,11,5,5,1,40,44032
35,5,9,5,6,1,5,2,40,37346
34,5,10,5,5,2,5,1,17,26861
26,5,9,5,4,4,5,2,40,20999
50,5,10,5,13,2,5,1,40,32883
22,5,9,5,4,4,5,1,40,30698
20,5,9,5,6,4,2,2,40,36260
18,1,9,1,1,4,5,1,40,42113
52,7,9,7,4,1,2,2,40,36158
71,8,9,8,12,1,5,2,28,38940
55,5,9,5,2,2,5,1,40,21842
17,5,7,5,13,4,5,1,8,47695
36,5,10,5,11,4,5,1,40,22800
25,1,13,1,1,1,5,2,40,25747
39,3,8,3,15,1,5,2,40,171429
27,5,13,5,9,2,2,2,40,32924
42,5,9,5,2,5,5,1,40,25178
22,5,9,5,13,2,5,2,40,37094
57,5,11,5,4,2,5,2,40,132723
34,5,10,5,4,2,3,2,28,34884
31,5,14,5,11,2,5,1,60,46518
24,5,13,5,13,4,5,2,40,31174
41,7,9,7,9,2,3,2,60,32219
30,5,10,5,11,2,5,1,40,48735
17,5,7,5,2,4,5,1,32,34918
26,6,9,6,13,5,5,1,20,34504
32,5,2,5,6,2,4,2,50,35980
55,5,6,5,5,1,5,2,45,41557
19,5,8,5,9,4,4,1,20,31472
28,5,14,5,11,2,5,1,50,27105
55,1,9,1,1,6,5,1,40,43712
49,5,15,5,11,1,5,2,60,173594
23,5,13,5,5,2,5,2,40,35620
43,5,9,5,4,1,5,2,40,44527
40,5,10,5,4,1,5,2,40,20433
41,5,13,5,11,1,5,2,40,77318
23,5,10,5,4,4,5,2,40,42746
59,2,9,2,4,1,5,2,40,189568
20,5,9,5,7,4,5,2,35,28292
21,5,9,5,4,4,5,2,40,35414
28,1,13,1,1,2,2,1,10,41866
44,6,10,6,5,1,5,2,50,42695
31,7,13,7,13,1,5,2,48,46778
50,7,13,7,4,2,5,2,45,48228
54,5,9,5,8,1,5,2,45,180296
28,5,9,5,15,1,5,2,50,39060
34,5,9,5,15,2,5,2,40,22982
46,5,14,5,5,1,5,2,40,167369
28,6,13,6,5,1,5,2,60,73534
23,5,9,5,2,4,3,2,40,39812
29,5,13,5,14,1,5,2,40,120469
35,5,9,5,4,1,5,2,40,47756
41,7,10,7,6,1,5,2,50,164922
90,1,10,1,1,4,2,2,10,36138
35,7,14,7,5,1,5,2,55,183974
20,5,9,5,7,1,4,2,40,36512
42,5,14,5,11,2,5,1,16,41985
56,5,4,5,8,6,5,1,45,29943
31,5,13,5,13,4,5,2,45,23743
23,5,9,5,14,4,5,2,50,39313
60,5,9,5,7,2,5,2,40,35294
28,5,10,5,4,4,5,2,40,47393
32,5,10,5,15,1,5,2,60,191455
36,5,14,5,5,2,5,1,40,150504
44,7,13,7,5,1,5,2,60,41837
34,5,10,5,4,1,5,2,48,96381
27,5,9,5,13,4,2,2,40,36866
49,5,9,5,5,5,5,2,50,22774
48,5,9,5,9,5,3,1,40,47091
47,5,9,5,4,1,5,2,50,68214
34,5,13,5,5,1,5,2,65,83750
27,5,12,5,13,2,5,2,40,29208
31,3,13,3,8,1,5,2,40,40197
24,5,10,5,4,1,5,2,40,48599
24,5,9,5,7,2,5,2,30,37071
25,5,10,5,8,1,5,2,40,22344
36,5,11,5,13,5,5,1,40,21207
38,2,9,2,2,1,5,2,45,39920
57,5,3,5,15,1,5,2,40,28946
24,5,10,5,6,1,5,2,50,181722
41,8,9,8,14,1,5,2,40,37942
56,8,11,8,4,1,3,2,60,165766
19,5,9,5,2,4,5,1,40,26058
44,5,9,5,9,3,3,2,32,22102
34,5,11,5,4,2,5,1,40,45402
25,5,13,5,5,4,5,2,40,44766
27,8,9,8,14,1,5,2,40,26147
22,5,9,5,11,2,5,2,40,44029
59,5,10,5,4,1,5,2,55,146288
34,5,7,5,15,1,5,2,50,34238
30,5,9,5,15,1,5,2,65,99493
21,5,10,5,2,2,5,1,38,25443
24,5,10,5,7,3,5,2,40,27421
19,1,10,1,1,4,5,1,15,42772
82,1,10,1,1,2,1,2,3,46669
35,5,13,5,13,1,5,2,50,85762
32,5,11,5,4,1,5,2,40,38870
45,5,10,5,2,5,5,1,45,20061
30,5,9,5,2,5,5,1,40,37438
28,7,13,7,4,1,5,2,55,49274
28,7,13,7,13,6,5,1,5,46500
29,5,9,5,2,2,5,1,44,26836
60,5,10,5,4,1,5,2,40,27132
28,5,11,5,13,2,5,1,40,43675
38,2,10,2,5,2,3,1,40,48208
31,5,9,5,4,1,5,2,50,180225
28,5,10,5,9,1,5,2,35,180063
42,5,10,5,9,6,5,1,23,39210
40,3,5,3,9,6,5,1,40,159329
24,5,10,5,9,2,5,2,40,39907
37,6,10,6,5,1,5,2,60,164897
36,5,9,5,4,1,5,2,40,38482
39,5,13,5,5,2,5,2,40,40891
22,5,5,5,9,3,5,2,35,21345
46,5,10,5,8,1,5,2,40,33323
28,5,13,5,11,1,5,2,43,20163
34,5,10,5,2,5,5,1,40,47736
42,5,10,5,13,5,5,1,43,37488
43,5,9,5,4,1,5,2,40,21582
35,5,9,5,13,4,5,1,40,47285
60,5,15,5,11,1,5,2,16,32278
33,5,10,5,4,2,3,2,40,195671
22,5,9,5,15,3,5,2,80,33559
39,5,11,5,4,1,5,2,40,26206
33,5,13,5,5,1,3,2,40,148983
39,5,9,5,4,1,5,2,40,32091
37,7,7,7,15,1,5,2,45,37006
63,7,4,7,6,1,5,2,60,94139
46,8,10,8,5,1,5,2,38,188855
48,5,9,5,8,5,3,1,40,40709
33,5,9,5,2,4,3,1,40,35514
65,5,10,5,11,2,5,1,20,31157
39,5,9,5,2,4,5,1,40,99257
43,5,13,5,5,2,3,1,40,120821
28,5,6,5,4,1,5,2,40,47000
50,7,9,7,5,2,5,1,35,119219
24,8,13,8,11,2,5,2,20,48192
48,5,9,5,15,2,5,2,40,38223
35,5,10,5,9,2,5,2,40,37774
62,5,9,5,15,1,5,2,40,41277
42,7,10,7,5,2,5,2,40,23245
60,5,9,5,5,1,5,2,40,113018
50,5,9,5,5,1,5,2,50,164869
40,5,15,5,5,2,5,1,40,25729
39,3,9,3,4,1,5,2,40,28041
43,1,13,1,1,1,5,2,40,40088
43,3,9,3,12,5,5,1,40,46108
35,5,9,5,4,1,5,2,38,37779
39,5,13,5,5,1,5,2,45,156158
30,3,13,3,12,1,5,2,40,129709
32,5,10,5,13,1,3,2,65,42398
18,5,10,5,2,2,5,2,40,35953
37,5,12,5,13,5,3,1,40,43446
26,5,13,5,2,4,5,1,40,44167
51,5,9,5,4,1,5,2,42,26732
35,1,10,1,1,2,1,1,36,20275
33,5,13,5,13,1,5,2,45,44715
46,5,13,5,4,1,5,2,44,109165
40,5,11,5,5,1,5,2,50,117173
34,5,11,5,4,1,5,2,48,20618
29,5,9,5,8,1,5,2,40,31569
47,7,10,7,9,5,5,1,35,22458
34,5,13,5,11,1,2,2,40,120373
45,5,9,5,2,5,5,1,30,25596
53,5,9,5,4,2,5,2,35,23702
52,7,14,7,5,1,2,2,40,24591
64,5,4,5,6,1,5,2,40,166429
42,5,14,5,5,2,5,2,45,71421
44,5,10,5,14,1,5,2,44,107534
41,5,9,5,13,1,5,2,50,54827
53,3,14,3,5,1,5,2,43,160648
25,5,9,5,4,2,5,2,35,39132
20,5,7,5,9,4,5,1,40,46860
29,5,11,5,10,4,5,1,40,43382
56,5,9,5,4,1,5,2,40,25518
45,5,16,5,11,6,5,1,30,166431
56,5,9,5,13,6,5,1,35,41012
38,6,10,6,5,1,5,2,40,107052
62,5,9,5,13,1,2,2,40,31979
28,7,13,7,11,2,5,2,60,40183
31,5,9,5,13,1,5,2,40,43259
24,5,13,5,13,4,5,2,40,20782
65,5,13,5,2,1,5,2,34,33210
40,5,9,5,7,2,3,2,30,41464
31,5,13,5,11,2,5,2,40,39063
35,5,9,5,15,2,5,2,60,38936
42,2,14,2,11,1,2,2,40,55828
20,5,9,5,13,2,5,1,30,35749
30,3,10,3,2,2,5,1,40,40580
25,5,13,5,5,4,5,2,45,32407
22,5,9,5,9,4,5,2,40,28053
65,1,9,1,1,5,5,1,10,44909
31,5,10,5,11,6,5,1,40,26981
56,5,10,5,5,1,3,2,50,70812
51,5,9,5,9,3,3,2,32,25323
36,7,6,7,6,1,5,2,60,21450
44,8,10,8,2,2,3,1,40,44405
49,5,14,5,5,5,5,2,45,58490
28,5,9,5,4,1,5,2,40,27973
57,5,13,5,11,1,5,2,40,154355
33,7,10,7,13,2,5,2,65,26242
49,5,13,5,2,1,5,2,40,181100
74,8,16,8,11,3,5,1,20,138538
48,5,13,5,5,1,5,2,45,35216
38,5,13,5,5,1,5,2,40,94354
39,5,9,5,8,2,5,1,40,23574
46,5,13,5,5,1,5,2,65,79633
56,5,13,5,11,1,5,2,40,165018
27,5,13,5,5,1,5,2,40,132050
17,5,7,5,10,4,5,1,40,42519
28,5,5,5,11,2,3,1,40,20216
18,1,6,1,1,4,5,2,40,32189
42,5,14,5,2,2,5,1,25,34910
39,5,10,5,2,5,3,1,40,27514
29,7,9,7,6,1,5,2,40,49417
21,5,10,5,11,4,5,2,10,21488
36,5,10,5,2,5,2,1,40,42415
56,5,6,5,8,5,3,1,40,29509
49,5,3,5,4,1,5,2,40,35799
47,6,10,6,13,1,5,2,80,34045
44,5,10,5,2,5,5,1,40,43885
40,5,2,5,9,2,5,2,45,39348
43,8,13,8,5,1,5,2,40,106995
62,5,8,5,6,1,5,2,48,20353
52,5,15,5,11,6,5,1,30,191823
25,5,9,5,9,5,3,1,40,25895
63,6,14,6,11,2,5,2,70,117034
51,5,16,5,11,1,2,2,99,41539
25,5,9,5,2,4,2,1,40,29990
62,1,10,1,1,1,5,2,40,26668
27,5,9,5,13,2,5,1,40,24482
48,2,10,2,2,2,5,2,30,30389
32,5,9,5,15,1,5,2,40,49586
36,5,10,5,13,1,5,2,45,39440
30,7,9,7,4,2,5,2,40,31032
45,8,14,8,5,5,5,1,40,34839
27,5,9,5,15,1,5,2,50,24013
41,5,13,5,9,2,5,2,37,33489
61,5,9,5,9,1,3,2,40,25769
70,6,13,6,5,5,5,1,55,25870
55,5,7,5,8,2,3,1,40,23065
35,5,13,5,9,2,5,1,45,35759
36,5,11,5,7,1,5,2,38,44535
29,5,10,5,14,4,5,2,60,33477
30,5,13,5,9,6,5,1,40,31187
45,5,7,5,4,1,5,2,40,40858
39,2,13,2,11,5,5,1,60,44997
18,5,9,5,9,4,5,2,20,48977
28,5,9,5,15,1,3,2,40,47912
27,5,13,5,5,1,5,2,45,21373
38,5,9,5,8,2,5,2,40,34200
33,5,9,5,4,1,5,2,40,26644
25,5,9,5,15,1,5,2,40,69108
25,1,9,1,1,6,5,1,4,30373
38,5,7,5,9,4,3,1,40,35700
23,5,10,5,6,5,5,2,45,30445
40,5,11,5,11,5,5,2,40,40599
36,6,9,6,5,1,5,2,50,195701
20,5,10,5,13,4,5,1,20,47009
41,5,9,5,8,1,5,2,48,39769
44,5,10,5,2,5,5,1,38,38262
49,6,13,6,2,1,5,2,40,164411
22,5,12,5,2,2,3,1,40,42450
26,5,10,5,2,2,5,1,40,23673
47,5,12,5,4,1,5,2,40,35640
48,5,9,5,9,5,5,1,25,31318
28,6,9,6,5,4,5,2,40,41549
37,2,10,2,5,2,5,2,55,131060
44,5,13,5,11,1,5,2,40,49131
20,1,8,1,1,2,3,1,35,36603
53,5,13,5,2,1,5,2,40,66444
36,5,14,5,5,2,5,2,15,35647
77,5,4,5,8,1,4,2,30,44502
21,5,9,5,9,4,5,2,35,24393
24,5,13,5,2,2,2,1,40,28010
30,5,12,5,14,2,5,1,40,47613
51,3,11,3,2,5,5,1,50,38375
22,5,10,5,13,4,2,1,30,25038
23,5,10,5,13,4,2,2,25,48617
47,5,16,5,5,1,5,2,50,125671
17,5,8,5,13,4,5,2,20,20630
48,5,13,5,9,2,5,2,50,83872
43,5,10,5,5,1,5,2,40,192173
34,5,8,5,4,1,5,2,40,20568
19,5,9,5,2,4,5,1,35,43862
42,8,10,8,5,2,5,1,40,45516
23,5,13,5,5,4,2,2,40,23003
61,7,15,7,11,1,5,2,50,168628
63,5,7,5,9,1,5,2,30,38369
65,5,9,5,13,5,5,1,40,21661
37,5,11,5,2,1,5,2,40,125220
41,3,12,3,14,1,5,2,40,162119
35,5,10,5,12,1,3,2,40,22915
21,5,9,5,13,3,5,1,40,46980
48,3,13,3,2,5,5,1,35,48268
51,8,10,8,13,1,5,2,40,176906
43,5,13,5,13,1,5,2,55,28915
22,8,10,8,11,2,5,2,15,21779
56,7,10,7,4,1,5,2,60,21845
47,5,9,5,2,2,5,1,40,20955
26,5,13,5,2,4,5,2,24,22479
39,5,10,5,9,6,5,1,24,29292
45,7,10,7,6,4,5,2,75,28593
49,5,9,5,9,5,5,2,40,22943
23,5,9,5,7,2,5,2,30,34047
69,5,9,5,2,1,5,2,36,33338
41,2,14,2,5,1,5,2,60,121847
40,7,9,7,5,3,5,2,40,29303
25,5,9,5,8,2,5,2,40,37257
52,5,9,5,7,5,5,2,40,22824
28,5,10,5,11,2,3,1,50,40800
50,2,12,2,4,1,5,2,40,76682
21,5,11,5,14,4,5,1,30,30239
48,5,10,5,13,1,5,2,40,134975
27,5,15,5,11,1,5,2,42,133175
63,5,9,5,4,1,5,2,30,34833
47,8,16,8,11,1,5,2,40,147636
37,7,16,7,11,2,5,2,45,88668
28,5,10,5,13,1,3,2,40,25087
58,5,9,5,2,2,5,1,40,24818
41,5,10,5,13,1,5,2,51,25007
67,6,10,6,13,1,5,2,40,37764
62,7,9,7,13,6,5,1,48,49194
28,5,10,5,7,1,5,2,40,83443
26,5,8,5,7,4,5,2,40,44726
46,7,15,7,11,1,5,2,65,127082
29,5,9,5,4,1,5,2,40,34934
39,5,13,5,4,1,2,2,40,190798
25,5,14,5,11,4,5,1,35,35278
20,5,10,5,13,2,5,1,35,45966
21,5,10,5,2,4,5,2,40,32010
25,5,13,5,11,2,5,2,50,34516
44,6,15,6,11,1,5,2,50,186645
37,5,9,5,2,4,5,2,38,25492
50,5,14,5,5,1,2,2,40,57927
29,5,9,5,2,5,5,1,40,38950
18,5,10,5,13,4,3,1,21,21445
32,5,13,5,5,5,5,1,40,30595
58,5,11,5,2,2,5,1,60,27253
50,5,9,5,4,1,5,2,40,127094
29,5,10,5,9,2,5,1,18,32638
58,5,9,5,5,1,5,2,60,65769
29,8,10,8,9,4,5,1,40,47885
36,5,9,5,15,1,5,2,45,198647
21,5,9,5,4,2,5,2,35,42205
49,5,9,5,5,5,5,1,40,29286
60,5,14,5,11,2,5,1,50,33408
39,5,10,5,13,1,5,2,50,176847
50,5,12,5,4,1,5,2,40,61345
30,5,10,5,13,2,5,1,48,24431
55,5,9,5,9,2,5,2,40,43182
64,3,9,3,15,5,5,2,20,42220
29,6,12,6,11,3,3,1,40,27786
40,5,13,5,5,1,5,2,40,168659
42,5,9,5,4,1,5,2,50,27295
55,5,9,5,13,5,5,1,40,21056
43,5,9,5,15,2,5,2,45,40632
28,5,8,5,13,2,3,2,40,41317
46,8,12,8,14,1,5,2,38,111885
34,5,9,5,8,5,5,2,40,21294
47,5,14,5,2,6,5,1,38,183101
43,7,14,7,5,2,5,1,40,28344
24,5,10,5,2,4,3,1,25,38547
21,5,7,5,4,1,5,2,40,45513
65,5,13,5,4,1,5,2,40,103931
20,5,10,5,9,2,5,2,40,48343
31,8,14,8,2,2,5,1,25,24183
38,8,9,8,2,1,5,2,40,32784
22,5,10,5,13,2,5,2,40,33452
20,5,10,5,11,2,4,1,20,35852
44,5,10,5,13,1,5,2,60,24802
44,3,14,3,11,6,5,1,40,22490
41,5,16,5,11,1,5,2,60,147981
38,5,9,5,4,2,5,2,40,20723
21,5,10,5,9,4,5,1,25,33097
24,5,10,5,13,5,4,1,30,35029
24,5,14,5,11,2,5,1,45,20751
28,5,9,5,2,4,5,1,40,24840
39,5,13,5,5,2,5,1,35,44021
48,5,10,5,4,2,5,2,40,27982
24,3,9,3,12,2,5,2,40,22886
50,5,9,5,11,1,2,2,35,182599
50,3,10,3,4,1,5,2,55,30556
68,5,10,5,2,1,5,2,40,48950
31,8,14,8,11,1,5,2,50,36239
22,5,2,5,4,2,5,2,40,46734
18,1,10,1,1,4,5,2,48,32991
25,5,9,5,8,2,5,2,40,34057
28,5,10,5,13,2,5,1,40,40528
17,3,7,3,2,4,5,1,15,48438
24,8,16,8,11,2,5,1,99,31847
20,5,6,5,13,2,5,1,36,24522
45,2,12,2,2,1,5,2,40,161473
44,5,10,5,4,5,5,1,45,26336
57,5,4,5,4,1,5,2,40,20590
33,5,13,5,13,1,5,2,55,175205
24,1,13,1,1,4,5,2,40,22036
22,5,10,5,12,4,2,2,24,37817
41,5,9,5,9,2,5,1,40,35489
51,6,13,6,5,1,5,2,40,25011
46,3,13,3,11,5,5,2,40,22910
52,5,9,5,8,2,5,1,38,48481
50,5,13,5,13,1,5,2,40,87338
26,6,13,6,2,4,5,1,50,30457
17,5,6,5,13,3,3,1,12,33518
64,5,10,5,5,1,5,2,40,25233
51,5,9,5,14,1,5,2,40,73848
28,7,9,7,11,1,5,2,35,22395
51,5,13,5,2,2,5,1,40,30621
39,7,13,7,2,2,5,2,40,39402
48,5,10,5,9,5,5,1,32,34202
44,5,10,5,9,4,5,1,40,74261
47,5,7,5,9,1,5,2,40,41185
52,5,9,5,4,4,5,1,40,20150
58,5,10,5,2,2,5,1,39,34941
19,5,7,5,9,2,5,1,40,45221
40,5,13,5,14,1,5,2,40,83398
23,5,10,5,2,4,5,2,40,34131
31,5,13,5,9,1,5,2,40,39482
40,3,12,3,5,1,5,2,40,172382
48,6,10,6,13,1,5,2,38,75570
46,5,14,5,5,2,5,1,50,173353
32,5,9,5,7,6,3,1,40,29646
50,5,9,5,4,1,5,2,40,36133
18,5,9,5,8,2,5,2,37,28603
26,5,14,5,5,2,5,1,30,48267
36,5,13,5,13,2,5,1,20,29292
26,5,11,5,13,4,5,1,35,39700
19,5,10,5,13,4,5,1,15,44670
53,5,12,5,5,1,5,2,40,72080
54,5,10,5,13,2,3,2,41,29063
29,5,10,5,2,4,5,1,6,27260
81,5,14,5,11,5,5,2,60,34320
37,5,14,5,11,2,5,1,38,55445
40,5,11,5,15,2,5,2,50,179454
36,5,10,5,2,5,3,1,40,47097
18,5,8,5,2,4,5,1,30,40072
44,8,7,8,14,2,3,2,40,20493
36,5,9,5,9,5,3,1,35,36187
69,8,16,8,11,1,5,2,50,198465
17,5,8,5,11,4,5,2,7,29463
38,5,11,5,4,1,5,2,40,173970
27,5,9,5,8,5,3,2,40,32715
52,5,12,5,5,1,5,2,40,25462
24,5,12,5,13,2,5,2,35,23064
57,5,13,5,5,6,5,1,40,38067
19,5,6,5,8,4,5,1,40,42663
38,5,9,5,4,2,1,2,50,44296
46,5,4,5,10,5,5,1,24,28712
21,5,9,5,11,4,5,2,40,124912
29,5,10,5,2,2,5,1,40,35715
33,1,10,1,1,2,5,1,40,41111
26,5,9,5,6,1,5,2,70,48808
28,5,9,5,6,2,5,2,55,33737
26,5,10,5,13,6,5,1,40,38113
37,1,15,1,1,1,5,2,6,34251
49,5,13,5,9,1,5,2,40,27458
28,5,13,5,5,1,5,2,55,46940
57,2,10,2,9,2,5,2,40,42518
60,5,4,5,15,1,5,2,40,43744
20,1,9,1,1,4,5,2,25,39455
38,5,9,5,2,1,5,2,42,47621
51,7,9,7,4,1,5,2,60,29818
60,5,10,5,2,2,5,1,40,27912
37,5,13,5,5,3,5,2,47,43193
44,2,9,2,4,4,3,1,40,41476
19,7,10,7,9,4,5,1,25,27284
59,5,14,5,4,6,2,1,35,22311
50,5,9,5,9,1,5,2,40,20148
35,2,13,2,4,1,5,2,40,109070
46,2,10,2,8,5,5,2,40,49912
18,5,10,5,13,4,3,2,35,30308
32,5,3,5,8,1,1,2,40,36561
32,5,11,5,9,5,5,1,40,28035
39,5,9,5,4,1,5,2,40,107794
25,5,9,5,4,3,5,1,40,20917
30,5,14,5,5,1,5,2,60,134039
37,5,13,5,14,1,5,2,40,82124
38,6,10,6,5,1,5,2,80,115283
36,5,12,5,9,5,5,1,37,29038
56,5,10,5,13,1,5,2,40,170288
35,2,13,2,2,2,5,2,40,75657
56,5,9,5,2,2,5,2,41,43816
17,5,6,5,9,4,5,2,14,42867
46,5,14,5,5,1,5,2,45,151259
56,5,9,5,2,2,5,1,40,27787
61,8,8,8,4,1,5,2,40,23787
25,5,10,5,13,1,5,2,43,37110
27,5,9,5,8,5,3,1,40,20974
50,7,9,7,6,1,5,2,30,25187
33,7,11,7,6,1,5,2,62,27255
33,5,11,5,4,1,5,2,40,121187
38,5,10,5,6,5,5,2,60,33571
51,5,7,5,8,1,5,2,40,38092
27,5,12,5,13,2,5,2,42,23443
49,3,14,3,11,5,5,1,16,36987
26,5,9,5,8,5,3,1,40,25241
42,5,14,5,5,1,5,2,60,183393
37,5,13,5,8,2,3,2,32,48310
38,5,10,5,2,4,5,1,40,41602
48,5,9,5,9,1,5,2,40,62165
41,5,13,5,14,5,3,2,45,67030
33,5,9,5,5,1,5,2,60,26093
30,5,9,5,9,2,5,2,40,32062
25,8,13,8,11,2,5,1,50,32679
